cat,keyword
经济,"上海西岸华鑫金融中心超限高层建筑结构设计,,,,"
经济,"采用生成对抗网络的金融文本情感分类方法,情感分类,跨领域,生成对抗网络,金融文本分析"
经济,"我国消费金融的发展现状、 问题与政策建议 ——基于中外消费金融实践的比较与思考,,,,"
经济,"《农村金融研究》征稿启事,,,,"
经济,"基于Copula的供应链金融质物组合价格风险测度研究,供应链金融,质物组合,长期价格风险,Copula"
经济,"浅谈统筹金融基础设施监管,,,,"
经济,"关于金融通道叠加成本现象、原因及治理研究——基于金融机构职能定位视角,,,,"
经济,"基于平台生态系统的科技金融服务平台演化逻辑,,,,"
经济,"供应链金融:理论演进及其内在逻辑,,,,"
经济,"科技金融投入对高质量发展的门槛效应研究,科技金融投入,经济的高质量发展,非线性关系,"
经济,"互联网金融对居民金融投资活动的影响,,,,"
经济,"正规金融、非正规金融与家庭创业 ——基于Logit和PSM模型的研究,,,,"
经济,"数字普惠金融与城乡居民消费差距,数字普惠金融,城乡居民消费差距,静态面板,动态面板"
经济,"绿色金融、 融资约束与污染企业投资,绿色金融,污染企业,融资约束,投资约束"
经济,"中国金融市场间极端风险溢出的监测预警研究——基于MVMQ-CAViaR方法的实现,金融市场,极端风险溢出,银行间市场,债券市场"
经济,"金融风险管理论坛举办,,,,"
经济,"农村民间金融助力精准扶贫:优势与困境,,,,"
经济,"区块链技术对金融业的影响及对策探讨,,,,"
经济,"普惠金融究竟如何影响居民生活? ——来自我国省际层面的经验证据,,,,"
经济,"农村金融机构竞争对农民收入的影响,,,,"
经济,"金融素养、家庭杠杆率与家庭消费,金融素养,家庭杠杆率,家庭消费,"
经济,"绿色经济视阈下农村金融发展对碳排放有何影响? ——理论分析与实证检验,,,,"
经济,"金融压力、所有制结构与银行风险承担 ——基于中国影子银行活动的实证研究,,,,"
经济,"金融科技赋能""一带一路""经贸发展,,,,"
经济,"反全球化背景下的智能制造升级与金融支持研究 ——基于工业4.0的视角,,,,"
经济,"农村金融支持精准扶贫的困境与解决路径分析 ——以广西容县为例,,,,"
经济,"我国系统性金融风险与宏观经济 波动关系:指标度量与动态影响研究,,,,"
经济,"农村金融支持基础设施建设存在的问题及其对策——基于黑龙江省基础设施的现状与思考,,,,"
经济,"金融风险监测与防范系统性探究,,,,"
经济,"试论金融与社会发展的关系及其制度安排,,,,"
经济,"政府精准致力农村互联网金融普惠的路径分析——基于上海财经大学2017年""千村调查"",农村金融,互联网金融,普惠金融,需求侧"
经济,"金融资产如何确认和计量? ——基于新金融工具准则的BOT会计核算研究,,,,"
经济,"科技和金融结合试点政策有效吗?——基于双重差分法的研究,,,,"
经济,"金融加速器效应与""杠杆率悖论"" ——基于制造业部门的实证研究,制造企业,杠杆率悖论,金融加速器,"
经济,"互联网金融时代下传统商业银行的发展之路,互联网金融,传统商业银行,冲击,未来"
经济,"金融企业贷款业务中存在的问题思考,,,,"
经济,"农村水利金融建设研究 ——评《中国农村金融研究:改革、转型与发展》,,,,"
经济,"制度型开放与自贸试验区金融高质量发展,,,,"
经济,"互联网金融乱象刑事优先治理政策之反思,互联网金融,非法集资,行政犯,“穿透式”监管"
经济,"人权视角下的中国金融反恐法律机制,恐怖主义,金融反恐,人权,"
经济,"我国互联网金融风险防范及政策建议,,,,"
经济,"如何通过金融供给侧改革防控金融风险、助力经济发展,金融供给侧,实体经济,风险防范,"
经济,"农村金融市场结构、金融效率与农村消费结构的关系研究,,,,"
经济,"政治关联、金融关联与民营企业债务融资——基于并购视角的实证分析,,,,"
经济,"国美零售的金融战略分析,国美,金融战略,资本结构,股利政策"
经济,"互联网金融对经济发展的影响分析,互联网金融,经济发展,战略分析,"
经济,"贫困地区农村金融减贫的财政政策协同效应研究,,,,"
经济,"信贷歧视、产能过剩与中国经济波动:基于金融冲击的视角,金融冲击,信贷歧视,产能过剩,中国经济波动"
经济,"互联网金融消费者权益保障体系研究 ——来自英美两国的启示,,,,"
经济,"我国农业供应链金融减贫的研究评述及展望,,,,"
经济,"以职业技能竞赛引领高职金融专业建设的实践,,,,"
经济,"我国消费金融发展新模式对线下零售业的冲击与贡献,,,,"
经济,"数字普惠金融风险:现实表征与化解进路,,,,"
经济,"金融包容性水平测度及其影响因素研究——基于G20的实证分析,,,,"
经济,"脱贫攻坚、乡村振兴与金融扶贫供给侧改革,,,,"
经济,"数字普惠金融的农村减贫效应:效果与机制,,,,"
经济,"食用菌行业产业升级中的金融政策扶持探讨——以古田县食用菌为例,食用菌,产业升级,金融扶持,"
经济,"自我建构、文化差异和信用风险——来自互联网金融的经验证据,自我建构,文化差异,信用风险,短信文本"
经济,"社会网络、经济特征对农户正规金融信贷的影响,社会网络,经济特征,正规金融,农户贷款"
经济,"金融消费纠纷第三方非诉调解模式创新研究,,,,"
经济,"我国中老年人金融受骗影响因素研究 ——基于CHARLS2015的实证分析,,,,"
经济,"以史为鉴:疫情对金融稳定的影响及风险防控,,,,"
经济,"时变视角下资本账户开放对我国金融市场压力的影响研究,资本账户开放,金融市场压力,时变影响,汇率市场化进程"
经济,"道格拉斯模型在科技金融与经济发展关系分析中的应用,经济发展,科技金融,道格拉斯模型,实证分析"
经济,"供给侧改革下第四方农产品物流金融模式创新,,,,"
经济,"农户创业与金融服务创新能够实现协同发展吗?,农户创业,金融服务创新,协同,乡村振兴"
经济,"人民银行县级支行如何履行金融风险防控职责 —以岳阳为例,,,,"
经济,"我国货币政策对金融不稳定因素的反应分析,货币政策,金融稳定,金融状况指数,房地产"
经济,"货币价值波动、财富分配差距扩大与系统性金融风险,,,,"
经济,"绿色金融促进产业结构优化的作用机制及对策,,,,"
经济,"货币价值波动、财富分配差距扩大与系统性金融风险,,,,"
经济,"基于灰色关联熵的区域金融生态系统运行分析——以江苏省为例,,,,"
经济,"论系统重要性金融机构的法律特征与风险规制,,,,"
经济,"县域银行业金融机构服务""三农""的激励机制建设研究,,,,"
经济,"社会监管理念下金融科技算法黑箱的制度因应,金融科技,算法黑箱,社会监管,欺诈风险"
经济,"版权金融衍生品制度推出的合理性基础和构建思路,,,,"
经济,"盛瀚:区块链技术在供应链金融中的应用探索,,,,"
经济,"特色小镇发展的金融支持浅析 —以甘肃省为例,,,,"
经济,"基于政策工具的我国科技金融发展政策文本量化研究,科技金融,政策工具,内容分析,量化分析"
经济,"老年友好型银行金融服务 理论与实践探索,,,,"
经济,"基于Spark框架的用于金融信贷风险控制的加权随机森林算法,,,,"
经济,"消费金融促进需求增长的运行机理与城乡差异,,,,"
经济,"中国离岸金融与“一带一路”协同发展研究,,,,"
经济,"乡村振兴战略背景下培养职业农民金融能力对策研究,乡村振兴,职业农民,金融能力,"
经济,"新时代我国金融服务贸易现状及国际竞争力的提升路径,金融服务贸易,贸易水平,国际竞争,开放性金融"
经济,"亚投行推动『一带一路』沿线 国家金融建设的挑战与对策,亚投行,""一带一路"",基础设施建设,金融建设"
经济,"复杂网络视角下的金融市场结构演化与风险传染,金融市场,复杂网络,演化,系统性风险"
经济,"金融风险网格化管理:理论基础、框架建设及实践运用,金融风险,网格化管理,矩阵式管理,框架建设"
经济,"科技金融促进技术创新的路径探析—基于京津冀与长三角的对比,,,,"
经济,"以立体式实践教学体系培养金融工程硕士研究生的探索,实践教学体系,立体式,金融工程,研究生培养"
经济,"发挥地方政府金融控股平台职能促进供给侧改革,,,,"
经济,"内蒙古金融业发展改革的思路 —支持民营经济高质量发展,,,,"
经济,"金融发展与制造业绩效:基于78个国家的实证分析,金融发展,行业绩效,流动性需求,"
经济,"数字普惠金融减贫:理论逻辑、模式构建与推进路径,,,,"
经济,"中国城市数字普惠金融发展的空间集聚及收敛性研究,,,,"
经济,"广西入境旅游、金融发展与经济增长的效应分析,入境旅游,经济增长,金融支持,效应分析"
经济,"论我国自贸试验区金融监管法律制度的完善,,,,"
经济,"我国金融机构发展规模和效率对城乡居民收入差距的影响研究,,,,"
经济,"农村数字普惠金融发展的 生态框架及实施路径探讨,,,,"
经济,"地方金融供给侧结构性改革与纾困小微企业融资路径研究,,,,"
经济,"中国农村金融发展70年:演变逻辑与现实选择,农村金融,演变逻辑,二元金融,政策选择"
经济,"互联网金融背景下中小型饲料企业融资模式创新策略,互联网金融,饲料企业,融资模式创新,"
经济,"API开放银行:金融科技背景下 商业银行转型升级的重要方向,,,,"
经济,"金融周期对经济周期与货币政策的影响探究,金融周期,经济周期,货币政策,"
经济,"论区块链技术在金融扶贫中的作用与建议,,,,"
经济,"政府财政与金融市场对区域自主创新能力的影响,自主创新,政府财政,金融市场,人力资本"
经济,"基于农村经济视角下的农村金融生态优化路径研究,,,,"
经济,"区块链在供应链金融中的应用综述与探讨,,,,"
经济,"企业杠杆率、宏观经济景气指数与系统性金融风险,,,,"
经济,"不平衡样本下的金融市场极端风险预警研究,少数类过采样,金融市场极端风险,粒子群,最小二乘支持向量机"
经济,"系统性金融风险关键成因及其演化机理分析——基于文献挖掘法,,,,"
经济,"区块链技术对金融企业内部控制的影响研究,,,,"
经济,"基于第三方交易平台的煤炭供应链金融研究,,,,"
经济,"金融发展、融资约束与战略性新兴产业融资效率,,,,"
经济,"农村金融机构参与乡村旅游开发的问题与对策,,,,"
经济,"基于文档结构与深度学习的金融公告信息抽取,公告,信息抽取,神经网络,文档结构树"
经济,"""一带一路""建设背景下金融支持风险研究,,,,"
经济,"打造农村金融改革『升级版』助力农民脱贫致富奔小康,,,,"
经济,"金融知识促进深度贫困地区农村居民家庭创业吗?,金融知识,创业行为,创业类型,"
经济,"中国县域普惠金融发展的空间非均衡及收敛性分析,,,,"
经济,"供应链金融视角下木材加工产业的发展路径优化策略,木材加工产业,供应链金融,发展路径,优化策略"
经济,"第四届京津冀经济与金融创新发展论坛在石家庄召开,,,,"
经济,"B2B电商平台供应链金融 典型模式及其比较分析,,,,"
经济,"消费金融发展对线下零售行业的冲击与贡献分析,,,,"
经济,"金融科技发展、市场竞争 与银行风险承担,,,,"
经济,"京津冀地区农村金融效率测度与分析 ——基于DEA-Malmquist指数法,,,,"
经济,"关于发挥国家审计防范金融风险作用的路径研究,,,,"
经济,"浅谈互联网金融下饲料企业的变化趋势及智慧转型,互联网金融,饲料企业,智慧转型,"
经济,"我国消费升级的金融供给侧改革驱动效应:机制与实证,,,,"
经济,"金融发展对实体经济的影响——基于社会融资规模的视角,金融发展,实体经济,经济增长,AK增长模型"
经济,"金融工程理论及其在我国的特色化发展研究,,,,"
经济,"人口老龄化、金融资产结构与宏观经济波动效应,,,,"
经济,"经济高质量发展视角下的我国金融体系配置效率研究,,,,"
经济,"民营、小微企业与金融供给侧耦合效应研究——以荆州市为例,,,,"
经济,"基于开放理念的金融供给侧结构性改革研究,,,,"
经济,"金融""脱实向虚""、金融结构与全要素生产率,,,,"
经济,"金融支持农产品物流健康良性发展的对策建议,,,,"
经济,"河北省农业科技园区金融支持对策研究,,,,"
经济,"新型金融工具优先股制度的研究,,,,"
经济,"金融供给侧结构性改革的背景、内容及其对商业银行的影响,,,,"
经济,"西藏金融发展水平测度及其对西藏经济 增长的贡献度研究,,,,"
经济,"互联网金融背景下的农村普惠金融发展困境与出路,金融发展水平,经济增长,熵权法,"
经济,"互联网金融下资产证券化的思考与启示,,,,"
经济,"中国与中亚五国货币金融合作的经济效益分析 ——基于GTAP模型的模拟,,,,"
经济,"绿色金融支持乡村振兴的机制路径研究,,,,"
经济,"供应链金融模式下中小企业信用风险评价体系构建,,,,"
经济,"论我国金融交易税的功能定位及制度设计,中小企业,信用风险,供应链金融,"
经济,"金融资产管理公司重组业务的发展演变,,,,"
经济,"新中国成立70年来农村合作金融:变迁、主线及方向,,,,"
经济,"基于局部均值分解的高频金融数据波动率估计,,,,"
经济,"乡村振兴中农民转型的普惠金融支持及其福利效应,,,,"
经济,"多维贫困集聚下的我国农村金融减贫效应分析,,,,"
经济,"哈尔滨市区县金融资源配置效率及其影响因素的实证研究,多维贫困,金融减贫,空间计量模型,溢出效应"
经济,"数字普惠金融对金融稳定的影响——基于贫富差距的中介效应分析,,,,"
经济,"金融自由化、金融发展与实体经济资本配置效率,,,,"
经济,"金融租赁公司流动性风险管理探析,,,,"
经济,"行为金融学在金融科技中的应用前景及相关建议,,,,"
经济,"金融支持精准扶贫路径探析,金融科技,行为金融,量化交易,金融监管"
经济,"互联网金融在农村金融普惠中面临的挑战和对策研究,精准扶贫,金融创新,特色产业,信用体系"
经济,"金融科技视角下供应链金融共生系统演化趋势研究,互联网金融,农村金融普惠,对策,"
经济,"融资结构、经济效率与金融稳定性 ——基于新兴市场国家面板数据的实证检验,供应链金融,金融科技,共生主体,共生环境"
经济,"绿色金融助力防范化解系统性金融风险,全要素生产率(TFP),金融稳定,融资结构,新兴市场国家"
经济,"金融影响高新技术产业发展实证研究 ——以长三角区域为例,,,,"
经济,"经济政策不确定性、金融发展与雾霾污染——基于西部地区协同减排研究,,,,"
经济,"基于ADGA-BP神经网络模型的金融产业发展趋势仿真与预测,经济政策不确定性,金融发展,雾霾污染,协同减排"
经济,"金融投资常见的风险及控制对策分析,,,,"
经济,"金融发展、资源诅咒与经济增长,金融投资,投资风险,风险控制,风险管理"
经济,"社会网络情景下 金融市场行为研究进展与评析,金融发展水平,资源诅咒,经济增长,资源型区域"
经济,"科技金融、企业创新投入与产出耦合协调度及不协调来源,,,,"
经济,"人口红利转变下""老龄金融""的发展趋势及路径研究,科技金融,企业创新投入,科技创新,耦合协调"
经济,"基于区块链可信大数据人工智能的 金融安全情报分析,人口老龄化,老龄金融,保险资产管理,风险保障"
经济,"金融缓解贫困脆弱性的边界与对策,情报分析,区块链,可信大数据,可信人工智能"
经济,"金融危机后美国投行业务的变化及启示,,,,"
经济,"以金融支农促乡村振兴的政策思考,,,,"
经济,"商业银行自贸区金融创新发展路径探析,,,,"
经济,"金融市场月度资讯,,,,"
经济,"金融科技助力 县域金融供给侧结构改革的探索,,,,"
经济,"金融对外开放中信用评级监管挑战与制度因应,,,,"
经济,"现代ICT赋能的智慧供应链金融创新与发展,信用评级,金融对外开放,国际化,准入制度"
经济,"金融控股集团的监管逻辑,智慧供应链金融,信息通信技术,供应链智慧化,金融科技"
经济,"上海金融动态(2019.10),金融控股集团,分业经营,混业经营,监管逻辑"
经济,"普惠金融与金融扶贫关系的理论研究,,,,"
经济,"金融业系统性风险溢出的非对称性研究,,,,"
经济,"绿色金融之于商业银行风险承担是""双刃剑""吗——基于中国银行业的准自然实验研究,系统性风险,金融风险,风险溢出,风险传染"
经济,"四位一体的互联网金融立体化监管体系构建研究,,,,"
经济,"改革开放40年金融发展与金融助推供给侧改革路径研究,,,,"
经济,"服务创新视域下大学生金融风险教育探讨,中国金融体系,供给侧改革,金融改革,"
经济,"我国互联网金融风险的现状与防范研究,服务创新,高校不良网贷,互联网金融,金融风险教育"
经济,"浅谈资管新规对金融机构的影响,,,,"
经济,"数字普惠金融发展影响因素实证研究,资管新规,金融机构,整改策略,"
经济,"数字普惠金融的发展及风险监管,数字普惠金融,影响因素,动态面板模型,"
经济,"浅谈人工智能技术在金融领域的应用,数字普惠金融,金融科技,风险,监管"
经济,"北京金融业一体化发展的研究与策略建议,人工智能技术,金融领域,应用思考,"
经济,"金融市场化、食品安全信息披露与资本成本,金融业,一体化,研究,发展"
经济,"先进制造业互联网供应链金融运作模式研究,,,,"
经济,"浅谈金融经济的风险及防范措施,,,,"
经济,"后发企业破坏性创新路径研究——基于互联网金融的多案例分析,金融经济,风险,防范措施,"
经济,"社会资本影响家庭金融行为的机制研究 ——一个文献综述,后发企业,破坏性创新,互联网金融,多案例"
经济,"李克强主持召开国务院常务会议确定支持疫情防控和相关行业企业的财税金融政策,社会资本,信任互惠,网络互动,社会规范"
经济,"空间视角下的普惠金融与农村减贫增收 ——机制探讨与实证检验,,,,"
经济,"内部控制、企业金融化与盈余质量——来自中国非金融上市公司的经验证据,,,,"
经济,"政府、银行与现代货币——现代货币理论真的将财政与金融混为一谈了吗,,,,"
经济,"利率市场化背景下市场交易联动各方的最优策略选择——基于供应链金融视角,,,,"
经济,"金融体系风险对货币政策制定的影响研究 ——基于对产出跨期效应的分析,,,,"
经济,"实际有效汇率、金融发展与全要素生产率 ——基于中国省级面板数据的实证分析,,,,"
经济,"金融杠杆、地方政府融资行为与城商行绩效 ——基于城市商业银行的面板门槛模型,,,,"
经济,"人格特征对农户信贷行为的影响——基于中国农村普惠金融调查的实证研究,金融杠杆,地方政府融资行为,城商行绩效,门槛模型"
经济,"“移动互联网+”科普整合模式创新研究——以金融科技科普活动为例,,,,"
经济,"贫富差距、金融市场化与家庭创业选择 ——基于CFP S数据的实证分析,科普,整合模式,“移动互联网+”,二维码"
经济,"现金流风险对非金融企业金融化的影响研究 ——来自A股市场的经验证据,,,,"
经济,"乡村振兴战略背景下推动普惠金融发展的思考 —以湖北省恩施州为例,非金融企业金融化,现金流风险,行业竞争程度,融资约束异质性"
经济,"重构南方区域电力中长期市场:(二)国外金融输电权市场实践经验综述及其启示,,,,"
经济,"政府行为、金融环境与区域创业差距 ——基于中国省际面板数据的实证分析,电力市场,电力中长期市场,电力衍生品,金融输电权"
经济,"金融开放、技术创新与产业结构调整 ——基于中等收入国家的分析,区域创业差距,政府行为,金融环境,流动性约束"
经济,"欠发达地区农户金融素养对微信支付采纳行为影响 ——以陕西省为例,,,,"
经济,"严监管背景下金融供给侧改革、经济高质量发展的逻辑与路径选择,,,,"
经济,"基于多元智力理论的情境教学研究与实践 ——以金融企业会计课程为例,,,,"
经济,"大城市边缘区金融包容的影响因素分析——基于广州市821份居民的微观调研数据,,,,"
经济,"要素匹配、吸收能力与科技金融耦合价值链实现——国际经验与中国案例,金融包容,影响因素,居民,Probit模型"
经济,"化工生产企业中的金融学经营特性研究 ——评《化工安全管理与环保》,,,,"
经济,"金融科技创新、企业全要素生产率与经济增长 ——基于新结构经济学视角,,,,"
经济,"助推实体经济防范金融风险——广东铝压延加工业发展现状与信贷风险防范研究,金融科技创新,企业全要素生产率,经济增长,新结构经济学"
经济,"第三方互联网金融对中国居民汽车消费的影响研究——基于ARDL模型的实证分析,,,,"
经济,"大数据时代科技成果转化金融法律完善研究,互联网金融,第三方互联网支付,汽车销费,ARDL模型"
经济,"金融资本的悖论逻辑与新民粹主义乌托邦的崛起,大数据,科技成果转化,科技金融,科技法"
经济,"绿色金融、经济增长与环境变化——西北地区环境指数实现“巴黎承诺”有无可能?,金融资本,悖论逻辑,新自由主义,新民粹主义"
经济,"基于政府和金融机构视角下的资源转型地区绿色金融发展研究 ——以山西省为例,,,,"
经济,"基于状态空间模型的中国金融稳定性评估,,,,"
经济,"大数据金融审计防范金融风险的对策研究,,,,"
经济,"金融资产配置与股价信息含量,,,,"
经济,"基于0-1背包策略改进离散粒子群算法的产业链金融产品双边匹配优化模型,股价信息含量,金融资产,资本市场配置效率,盈余管理"
经济,"金融科技监管范式:一个合作主义新视角,产业链金融,0-1背包策略,离散粒子群优化算法,风险承受力"
经济,"基于供应链金融的供应商链式融资策略——评《电商双边市场供应链融资的模式与运作机制》,,,,"
经济,"综合金融服务体系服务实体经济高质量发展研究——以苏州市小微企业数字征信实验区为例,,,,"
经济,"粮食主产区金融服务创新绩效评估:四川案例,,,,"
经济,"开发性金融应用于流域综合治理项目融资路径探析,,,,"
经济,"农村金融服务创新发展研究,,,,"
经济,"我国农村金融的供求分析,,,,"
经济,"雄安新区绿色金融发展路径探索 ——基于五省(区)绿色金融改革创新试验区经验借鉴,,,,"
经济,"关于对我国农村合作金融机构税负问题的探讨,,,,"
经济,"基于深度经验模态分解的金融市场时序预测,农村合作金融机构,税负,政策,"
经济,"基于PVAR模型的消费金融对经济增长影响分析,深度学习,金融时间序列,经验模态分解,主成分分析"
经济,"先进制造业基地背景下宁波金融集聚机制与对策研究,,,,"
经济,"产品众筹的发展研究——以京东金融众筹为例,先进制造业,金融,集聚,"
经济,"""互联网+""对金融资源配置效率的影响 ——基于省级面板数据的经验分析,产品众筹,预售,C2B,"
经济,"我国小额信贷的“双线”融合与政策优化——基于可持续性金融扶贫视角,互联网+,金融资源,配置效率,系统矩估计"
经济,"农村产业结构、农村金融与农村人力资本 ——来自山东的经验证据,,,,"
经济,"OFDI能否缓解企业的融资约束——基于A股非金融上市企业数据的实证分析,农村金融,农村产业结构,农村人力资本,乡村振兴"
经济,"防范化解网络借贷金融风险对策研究——以苏州为例,,,,"
经济,"基于社会网络分析的金融科技系统用户管理风险审计方法研究,,,,"
经济,"政策激励视角下金融素养对农民农房抵押贷款需求的影响研究,,,,"
经济,"农业供应链金融视角的农户信用增进研究,,,,"
经济,"金融科技助力实体经济高质量发展,,,,"
经济,"基于金融与实体经济关系的中国金融发展程度测度,,,,"
经济,"商业银行个人金融业务发展策略研究,,,,"
经济,"金融扶贫国有商业银行大有可为,,,,"
经济,"金融可得性作用于实体经济投资效率提升的实证研究,扶贫,国有银行,主体责任,社会责任"
经济,"地方金融监管:探本·问诊·治策,,,,"
经济,"国外公共金融理论研究新进展,地方金融监管,科技金融,新兴金融业态,监管协同"
经济,"农村金融推动乡村振兴战略发展的路径策略分析,,,,"
经济,"中国农村金融法律制度的现实障碍及路径选择,,,,"
经济,"智慧城市建设促进了金融发展吗? ——基于智慧城市设立的准自然实验研究,,,,"
经济,"金融创新、新型城镇化与区域经济增长——基于空间杜宾模型的实证分析,智慧城市,PSM-DID,信息化水平,产业升级"
经济,"强监管下金融错配风险趋于收敛了吗?——基于互联网金融发展的视角,金融创新,新型城镇化,区域经济增长,空间杜宾模型"
经济,"金融实务中宣布债权提前到期的法律分析,,,,"
经济,"金融风险与风险传染——基于CCA方法的宏观金融网络分析,,,,"
经济,"基于DEA-Malmquist法的中国区域金融服务实体经济效率测度,风险传染,宏观金融网络,CCA方法,"
经济,"金融发展、投资扩张与劳动收入份额——基于中国省级数据的实证分析,,,,"
经济,"数据导控下我国绿色金融的舆论监督框架,,,,"
经济,"新时代新疆建设丝路能源金融中心的现实基础、制约因素与推进策略,,,,"
经济,"我国科技金融生态系统评价及空间演化趋势分析,新时代,丝绸之路经济带核心区,丝路能源金融中心,高质量发展"
经济,"科技金融支持河北省中药材产业发展的对策,科技金融生态系统,熵权TOPSIS法,空间自相关,演化趋势"
经济,"甘肃省涉农贷款配置效率差异化探析 ——基于普惠金融视角,,,,"
经济,"深化金融供给侧改革、破解民营企业融资困境,,,,"
经济,"数字金融的发展与治理: 从信息不对称到数据不对称,,,,"
经济,"『一带一路』背景下中国与 东盟区域金融合作的创新路径,,,,"
经济,"地方金融科技监管的挑战 及优化路径:产业沙盒视角,""一带一路"",中国,东盟,金融合作"
经济,"不同渠道信贷约束对农户收入的影响,,,,"
经济,"科技与金融结合试点对企业创新的影响:机制与实证,农村金融,正规金融,非正规金融,信贷约束"
经济,"金融科技监管的国际经验借鉴及政策建议,,,,"
经济,"全球化视域下新中国70年金融制度变迁与金融开放发展,金融科技,监管科技,监管沙箱,创新中心"
经济,"美国金融制裁机制的深层认知,金融制度变迁,金融发展,全球化,"
经济,"粤港澳大湾区建构的金融视角,,,,"
经济,"社交媒体对金融市场的影响,,,,"
经济,"深推普惠金融助力乡村振兴,,,,"
经济,"金融中心形成和金融人才聚集,,,,"
经济,"农村经济发展、普惠金融与包容性增长,金融中心,金融人才聚集,二元分布,"
经济,"县域金融服务支持绿色金融发展的困境及建议 ——以L县为例,包容性增长,普惠金融,农村经济,区域差异"
经济,"消费者金融素养研究综述,,,,"
经济,"政商关系、区域金融与企业现金持有水平——基于PE视角创业板大数据,金融素养,金融行为,内生性,家庭金融"
经济,"金融素养与家庭金融脆弱性,,,,"
经济,"科技金融支持科技创新的实证研究——以粤港澳大湾区内地9市为例,金融素养,家庭金融脆弱性,过度负债,家庭负债"
经济,"体育产业产融结合:生成逻辑、模式抉择与对策研瞻,,,,"
经济,"金融结构与碳排放无关吗——基于金融供给侧结构性改革的视角,体育产业,金融,产融结合,体育资本"
经济,"浅析互联网金融在企业资金管理中的应用,,,,"
经济,"政策性金融企业全面预算管理问题及对策研究,互联网,金融,企业,资金管理"
经济,"基于风险导向的集团企业金融业务内审研究,政策性金融,全面预算,财务管理,"
经济,"金融投资管理在企业经营管理中的应用,金融产业,金融审计,金融风险,"
经济,"浙江省金融支持乡村振兴的战略问题浅析,金融投资管理,企业经营管理,应用,"
经济,"互联网金融服务小微企业路径探讨,金融,乡村振兴,着力点,"
经济,"新经济环境中""科技+金融""人才培养实践体系研究,,,,"
经济,"四川省自贸区金融改革与创新思考,,,,"
经济,"互联网金融行业配对交易策略设计,自贸区,金融创新,产业结构,"
经济,"省域金融空间演化与生态效率协调发展实证研究,,,,"
经济,"长三角地区数字普惠金融一体化实证分析——基于函数型主成分分析方法,,,,"
经济,"甘肃省农村金融发展与农村经济的相关性分析,,,,"
经济,"中国的金融稳定及其产出与通货膨胀效应检验,,,,"
经济,"数字化时代下构建行业云+金融云的新生态,,,,"
经济,"海南自贸港离岸金融发展的路径探析,,,,"
经济,"服务金融供给侧改革,推动银行理财高质量发展,,,,"
经济,"坚守定位回归本源书写普惠金融新篇章——访呼和浩特金谷农商银行党委书记邢爱泽,,,,"
经济,"金融发展、金融资产配置与企业投资效率,,,,"
经济,"金融监管中的数据共享机制研究,金融发展,金融资产配置,投资效率,Richardson模型"
经济,"经济政策不确定性、地区金融结构与企业研发投入,,,,"
经济,"基于公共产品视域的第三方支付监管异化之矫正——兼论金融稳定委员会功能的完善,,,,"
经济,"以党建引领普惠金融以服务助推乡村振兴 ——农信社""党建+""服务""三农""的实践和思考,,,,"
经济,"政策信任、交易成本感知与农地抵押融资意愿 ——基于该金融政策试点期农户参与经历的差异性分析,,,,"
经济,"基于区块链技术多层供应链金融体系的优势、价值及构建 ——信用无损失传递微观视角下的分析,,,,"
经济,"金融深化、企业所有权性质与资本配置效率 ——基于沪深上市公司面板数据的实证研究,,,,"
经济,"创新资源流动对区域创新绩效的影响研究——空间视角下金融集聚调节作用的实证检验,,,,"
经济,"数字经济时代保险行业发展的新理念探究——评《新保险时代:金融科技重新定义保险新未来,创新资源流动,金融集聚,空间溢出效应,区域创新绩效"
经济,"金融发展在出口企业市场份额中的作用——基于出口质量产生的企业退出与进入视角,,,,"
经济,"应用数字技术推动城乡普惠金融发展研究,,,,"
经济,"OFDI逆向技术溢出、 金融集聚与区域创新——基于空间计量和门槛回归的双重检验,,,,"
经济,"国家—社会之外:城市""两新""组织聚集区社会治理的困境及其超越——以上海陆家嘴金融城为例,OFDI逆向技术溢出,金融集聚,区域创新,动态空间面板模型"
经济,"供应链金融服务乡村产业振兴的路径研究,党建引领,两新组织,社会治理,困境"
经济,"金融扶贫与农业经济发展的动态耦合研究,,,,"
经济,"农村金融服务模式创新发展策略研究,,,,"
经济,"企业投资决策趋同:""羊群效应""抑或""同伴效应""?——来自中国非金融上市公司的面板数据,,,,"
经济,"支持农业专业合作社发展的政策性金融研究,,,,"
经济,"地方政府调控、金融效率对经济增长的影响研究 ——基于面板门槛效应模型的实证分析,,,,"
经济,"银行业结构对产业结构升级的影响研究 ——基于最优金融结构理论与门槛模型的分析,,,,"
经济,"金融集聚对城市绿色经济效率的门槛效应分析 ——基于我国九个国家中心城市统计数据,,,,"
经济,"风险态度对中国城乡家庭创业的影响分析 —来自中国家庭金融调查3期面板数据的证据,,,,"
经济,"小微企业融资难: 合约逻辑、政策评析与完善建议,创业决策,创业强度,风险偏好,融资约束"
经济,"加强资本与金融项下人民币输出以促进人民币国际化——基于国际货币循环模式的分析,,,,"
经济,"我国农村金融改革与创新研究,金融交易功能,人民币对外输出,国际货币循环模式,"
经济,"乡村振兴战略推进背景下的农村金融体制改革研究,农村金融,金融改革,金融创新,乡村振兴战略"
经济,"利率市场化、生命周期与企业融资约束,,,,"
经济,"金融发展对电商减贫的非线性调节效应研究——基于我国285个地级市的证据,利率市场化,融资约束,生命周期,金融部门"
